Label,Notation,Parent Notation,Sort Priority
Key Housing Supply,key-housing-supply,,
Total Housing Stock in each Council Areas,total-housing-stock-in-each-council-areas,,
Household Tenure,household-tenure,,
Dwellings by Type in Councils,dwellings-by-type-in-councils,,
Unfitness and Basic Amenities,unfitness-and-basic-amenities,,
Building Control New Dwelling Starts by Development Type,building-control-new-dwelling-starts-by-development-type,,
SHDP New Social Housing Dwelling Starts,shdp-new-social-housing-dwelling-starts,,
SHDP New Social Housing Dwelling Completions,shdp-new-social-housing-dwelling-completions,,
Chained Volume Measure of Housing Output,chained-volume-measure-of-housing-output,,
Volume of Output By Construction Sector,volume-of-output-by-construction-sector,,
Residential Planning Applications and Decisions,residential-planning-applications-and-decisions,,
Residential Planning Decisions By Rural New Single Dwellings,residential-planning-decisions-by-rural-new-single-dwellings,,
Residential Planning Decisions By Rural Replacement Single Dwellings,residential-planning-decisions-by-rural-replacement-single-dwellings,,
Residential Planning Decisions By Rural Extensions and Alterations,residential-planning-decisions-by-rural-extensions-and-alterations,,
Residential Planning Decisions By Urban New Single Dwellings,residential-planning-decisions-by-urban-new-single-dwellings,,
Residential Planning Decisions By Urban Replacement Single Dwellings,residential-planning-decisions-by-urban-replacement-single-dwellings,,
Residential Planning Decisions By Urban Extensions and Alterations,residential-planning-decisions-by-urban-extensions-and-alterations,,
Residential Planning Decisions By Rural Housing Developments,residential-planning-decisions-by-rural-housing-developments,,
Residential Planning Decisions By Urban Housing Developments,residential-planning-decisions-by-urban-housing-developments,,
Residential Planning Decisions By Other Residential - Rural,residential-planning-decisions-by-other-residential-rural,,
Residential Planning Decisions By Other Residential - Urban,residential-planning-decisions-by-other-residential-urban,,
Residential Planning Decisions By Total,residential-planning-decisions-by-total,,
Residential Planning Applications and Decisions By Planning Authority,residential-planning-applications-and-decisions-by-planning-authority,,
Residential Planning Decisions By Planning Authority Urban New Single  Dwellings,residential-planning-decisions-by-planning-authority-urban-new-single-dwellings,,
Residential Planning Decisions By Planning Authority Urban Replacement  Single Dwellings,residential-planning-decisions-by-planning-authority-urban-replacement-single-dwellings,,
Residential Planning Decisions By Planning Authority Urban  Extensions and Alterations,residential-planning-decisions-by-planning-authority-urban-extensions-and-alterations,,
Residential Planning Decisions By Planning Authority Rural New Single  Dwellings,residential-planning-decisions-by-planning-authority-rural-new-single-dwellings,,
Residential Planning Decisions By Planning Authority Rural  Replacement Single Dwellings,residential-planning-decisions-by-planning-authority-rural-replacement-single-dwellings,,
Residential Planning Decisions By Planning Authority Rural  Extensions and Alterations,residential-planning-decisions-by-planning-authority-rural-extensions-and-alterations,,
Residential Planning Decisions By Planning Authority Urban Housing  Developments,residential-planning-decisions-by-planning-authority-urban-housing-developments,,
Residential Planning Decisions By Planning Authority Rural Housing  Developments,residential-planning-decisions-by-planning-authority-rural-housing-developments,,
Residential Planning Decisions By Planning Authority Urban Other,residential-planning-decisions-by-planning-authority-urban-other,,
Residential Planning Decisions By Planning Authority Rural Other,residential-planning-decisions-by-planning-authority-rural-other,,
Residential Planning Decisions By Planning Authority All Dwellings,residential-planning-decisions-by-planning-authority-all-dwellings,,
Construction Sector Volume of Output Current Prices,construction-sector-volume-of-output-current-prices,,
Construction Sector Chained Volume Measure Prices Seasonally Adjusted,construction-sector-chained-volume-measure-prices-seasonally-adjusted,,
